state rawpoll_trump adjpoll_trump
U.S. 36.3 36.50695
U.S. 37.6 37.75605
U.S. 39.1 39.23817
U.S. 38.5 38.62022
U.S. 36.0 36.19291
U.S. 38.1 38.20079
U.S. 37.0 41.12669
U.S. 45.0 47.12101
U.S. 37.8 37.88131
U.S. 37.3 37.29501
U.S. 37.5 37.51654
U.S. 37.4 37.4597
Virginia 36.0 36.2105
U.S. 37.0 36.97283
U.S. 35.5 35.53758
U.S. 37.9 37.85169
U.S. 37.5 37.43243
U.S. 44.0 46.04758
U.S. 37.0 36.91339
U.S. 37.0 38.9912
U.S. 37.9 37.77105
U.S. 37.8 37.64923
U.S. 38.1 37.99221
U.S. 38.0 42.00527
U.S. 38.5 38.32519
U.S. 37.6 37.40301
U.S. 36.8 36.58245
U.S. 36.2 35.95814
U.S. 33.7 33.43442
U.S. 35.7 35.41163
U.S. 36.0 35.69239
U.S. 37.0 36.67209
U.S. 35.3 34.88782
U.S. 36.7 36.35215
U.S. 37.1 36.71133
U.S. 35.5 35.06408
U.S. 39.0 38.63445
U.S. 35.6 35.1408
U.S. 40.0 44.4819
U.S. 35.7 35.21688
U.S. 36.0 37.98092
U.S. 36.4 35.89369
U.S. 49.0 46.68803
U.S. 39.0 40.95146
U.S. 43.0 46.91476
U.S. 36.2 35.66985
U.S. 35.3 34.74552
U.S. 39.0 42.15446
U.S. 36.0 35.4206
U.S. 40.0 43.4511
U.S. 34.7 34.09576
U.S. 36.6 35.97044
U.S. 39.8 39.14639
U.S. 41.0 40.32246
U.S. 40.0 39.29737
U.S. 42.0 44.98264
U.S. 33.0 34.80127
U.S. 39.1 38.37331
U.S. 37.6 36.84926
U.S. 35.6 34.82392
U.S. 34.8 33.99978
U.S. 35.7 34.87714
U.S. 37.1 36.25422
U.S. 42.0 45.69114
U.S. 36.4 35.53041
U.S. 36.0 34.99751
U.S. 35.6 34.70682
U.S. 34.9 33.98332
U.S. 38.1 37.06377
U.S. 34.9 33.96025
U.S. 38.1 37.08936
U.S. 35.6 34.63683
U.S. 36.6 35.53823
U.S. 36.9 35.9134
U.S. 36.4 35.31387
U.S. 34.9 33.66164
U.S. 34.9 33.68788
U.S. 34.8 33.53486
U.S. 35.6 34.48866
U.S. 34.0 32.7097
U.S. 44.0 46.81895
U.S. 35.6 34.28461
U.S. 36.2 34.85762
U.S. 35.9 34.53201
U.S. 34.2 32.8061
U.S. 32.0 30.55645
U.S. 33.8 32.38086
U.S. 35.2 34.06347
U.S. 31.4 29.93092
U.S. 41.0 43.13749
U.S. 30.7 29.2053
U.S. 35.7 34.53827
U.S. 32.1 30.57925
U.S. 30.6 29.05415
U.S. 45.0 46.93643
U.S. 41.0 39.81307
U.S. 33.0 31.42904
U.S. 43.0 44.36318
Utah 49.55 49.09816
Utah 43.0 45.19368
Michigan 37.0 38.20136
"New Hampshire" 39.0 40.22668
"New Hampshire" 36.0 35.05561
"New Jersey" 33.66 34.76022
Utah 47.72 47.6401
Iowa 40.0 41.46298
Washington 33.29 33.75542
Wisconsin 37.0 39.52467
"New Hampshire" 41.0 39.00136
U.S. 35.0 40.82294
Pennsylvania 40.0 44.56675
"North Carolina" 49.0 48.01022
Pennsylvania 36.0 40.5728
Utah 29.39 35.19947
Pennsylvania 39.0 42.36061
Wisconsin 37.0 38.60608
Utah 33.0 33.58078
Utah 47.94 47.59768
Ohio 37.0 41.7126
"North Carolina" 42.0 42.76096
Utah 21.68 29.51969
Utah 24.07 32.06368
Florida 43.0 45.88163
"North Carolina" 43.0 46.70858
Wisconsin 34.0 38.42244
California 26.0 25.89826
Florida 41.0 44.50905
Florida 41.0 44.82745
Utah 43.61 44.82833
Utah 46.23 46.33238
Florida 36.0 41.94126
Pennsylvania 42.0 43.79501
California 30.0 33.01919
Utah 27.5 37.18324
Ohio 44.0 45.24168
Arizona 44.59 45.02243
Utah 34.92 35.40492
"North Carolina" 36.0 41.70457
Georgia 48.05 48.12982
Kansas 47.0 49.38784
Utah 32.4 40.23566
Alabama 53.84 54.61625
"New York" 32.0 35.66302
Ohio 42.98 43.55313
Ohio 43.0 45.11268
Pennsylvania 40.0 43.71124
California 38.0 38.21578
Wisconsin 38.0 39.87953
"North Carolina" 44.0 45.17997
"New York" 34.0 38.24232
"North Carolina" 43.4 43.26105
Utah 35.0 37.33119
Utah 37.0 39.46128
California 31.0 33.7109
"North Carolina" 43.0 46.49379
Florida 41.0 45.68564
Florida 46.0 47.32164
Virginia 40.04 39.83337
Utah 34.0 38.6507
"North Carolina" 47.0 45.73933
Virginia 39.05 39.28941
Wisconsin 38.0 37.97394
"New Hampshire" 39.0 39.18637
"North Carolina" 44.0 44.32253
U.S. 36.0 41.78726
California 34.0 36.19136
Wisconsin 37.0 40.85419
Utah 36.0 41.18095
"New Jersey" 35.11 36.12212
"North Carolina" 41.0 44.18423
"New Hampshire" 31.0 32.93868
Oregon 37.05 37.62653
Utah 33.02 41.26642
Pennsylvania 42.0 41.83769
Utah 34.24 42.23501
Michigan 41.0 41.18622
Utah 27.92 36.47083
Ohio 40.0 41.75798
Ohio 42.0 44.8014
Utah 32.4 41.52128
Utah 44.17 44.39371
"North Carolina" 36.0 42.27807
Ohio 35.0 40.96815
"North Carolina" 45.0 43.64671
Iowa 43.0 41.77858
Florida 43.0 46.03943
Utah 40.87 41.12252
Utah 33.91 42.0204
Utah 36.0 35.53554
Ohio 42.0 43.3
Pennsylvania 39.0 41.92334
Florida 42.0 44.82126
"New York" 31.0 36.02201
Florida 36.0 42.51234
Colorado 48.0 45.78302
Pennsylvania 42.0 44.15452
Wisconsin 37.0 40.07199
Florida 36.0 40.6919
Utah 41.45 41.45466
"North Carolina" 45.0 44.7519
"New Hampshire" 44.0 45.09533
Ohio 40.0 40.73901
Utah 21.41 29.5097
"New York" 31.0 36.31629
Kentucky 53.08 53.80049
Utah 27.88 36.64952
Connecticut 35.23 35.91294
Utah 25.2 32.41563
"North Carolina" 43.37 43.91397
Florida 45.0 44.77102
Utah 29.0 31.83449
Utah 47.96 47.63044
Ohio 36.0 40.7189
Utah 38.0 40.93493
"South Carolina" 48.25 48.61084
"New York" 30.0 34.84206
Utah 38.53 39.46264
California 39.0 39.97457
U.S. 35.07 40.84442
U.S. 46.0 44.8354
Virginia 42.0 40.83104
U.S. 43.7 43.64644
U.S. 40.0 42.37133
Florida 45.0 45.49601
U.S. 41.0 42.45108
Pennsylvania 44.0 43.56416
U.S. 40.0 41.58954
U.S. 36.4 37.45545
U.S. 46.9 43.75472
U.S. 39.0 40.45601
Florida 46.0 47.91308
"North Carolina" 41.0 42.1607
Florida 44.0 45.22642
Pennsylvania 40.0 39.86635
Florida 45.0 46.1545
U.S. 37.0 39.77898
California 28.0 29.49549
Pennsylvania 39.0 41.39754
Missouri 53.0 51.01379
U.S. 44.0 44.0927
Colorado 39.0 38.94028
Arizona 44.0 43.91291
"North Carolina" 45.0 44.84283
U.S. 45.0 45.16847
Pennsylvania 43.0 41.1628
U.S. 41.0 40.68513
U.S. 41.0 41.72408
Ohio 48.0 46.1628
"North Carolina" 47.0 45.1628
Wisconsin 42.0 40.1628
Missouri 50.0 49.6742
U.S. 47.71 44.11433
U.S. 38.0 40.16689
Virginia 43.0 41.1628
"New Hampshire" 36.0 38.55337
Virginia 45.0 43.15485
"North Carolina" 39.0 41.72813
Arizona 46.0 46.55776
"New Mexico" 40.0 39.90605
Florida 48.0 46.1628
Iowa 44.0 44.778
Colorado 44.0 42.1628
Maine 42.0 40.17801
Pennsylvania 38.0 39.86187
Florida 45.0 44.38246
Minnesota 39.0 39.17477
Georgia 46.0 45.33709
"New Hampshire" 39.0 40.57217
Texas 51.53 50.98872
Florida 47.0 47.15921
California 30.0 29.39222
Florida 39.0 42.39791
"North Carolina" 47.0 47.09349
U.S. 37.6 39.60805
Florida 44.0 43.94701
Nevada 43.0 45.19056
Texas 46.0 47.07659
Georgia 49.0 50.38565
Ohio 45.0 43.75848
Kentucky 56.0 54.7598
U.S. 34.0 36.68991
Pennsylvania 41.0 40.3685
Virginia 38.0 38.61252
U.S. 40.0 41.43147
Florida 43.0 44.11722
U.S. 40.0 41.33055
Texas 47.0 46.37356
Virginia 38.0 37.37183
Vermont 26.0 26.90811
U.S. 44.0 43.53545
Georgia 44.0 44.46952
Georgia 44.0 46.74831
Nevada 48.0 46.1628
"North Carolina" 44.0 45.0125
Idaho 52.0 49.68791
Ohio 45.0 44.38562
"South Carolina" 45.0 44.33863
"New York" 33.0 32.39149
"North Carolina" 43.0 43.54169
Michigan 42.0 41.39053
"North Carolina" 44.0 43.35462
Missouri 52.0 51.31965
Colorado 39.0 38.41217
Virginia 39.0 42.42441
Arizona 44.0 43.39601
U.S. 38.0 40.02935
Missouri 47.0 47.76612
Maine 37.0 40.09281
"North Carolina" 45.0 43.70599
Indiana 50.0 49.44349
Kansas 47.0 46.40163
U.S. 34.95 39.10652
Wisconsin 42.0 41.40329
Florida 36.95 41.09235
U.S. 38.0 40.16272
Utah 33.0 32.40263
Michigan 34.0 36.81678
Illinois 36.1 37.20138
Illinois 41.0 39.15767
Nevada 46.0 46.46228
Nevada 42.0 41.38726
Illinois 35.0 34.38123
"New Mexico" 34.0 33.4026
Iowa 45.0 44.41204
Nevada 41.0 43.09191
Wisconsin 38.0 38.25592
Nevada 42.0 40.76126
Illinois 34.0 35.79656
Florida 41.0 45.01477
Arizona 45.0 45.21062
Florida 45.7 45.49828
U.S. 36.0 37.47985
Kentucky 54.0 53.64406
"North Carolina" 41.2 43.36257
Minnesota 39.0 40.73617
Texas 45.0 46.5553
Utah 32.0 32.83959
Washington 31.0 34.56497
Pennsylvania 43.0 42.00525
"South Dakota" 48.0 48.55556
California 30.0 31.47249
"New Hampshire" 38.0 40.02383
"New Hampshire" 43.0 42.87748
U.S. 38.0 41.52952
Florida 45.0 43.75312
Utah 32.0 33.45038
Idaho 48.0 49.58805
Massachusetts 29.0 28.47404
Massachusetts 25.0 26.61449
Minnesota 37.0 36.40628
U.S. 41.0 42.55499
Maine 37.0 38.65106
Washington 34.0 33.42339
Oregon 36.0 35.4178
"New Hampshire" 42.0 43.16707
Montana 46.0 48.65468
Maryland 27.0 26.37015
Michigan 43.0 42.05725
Michigan 41.0 39.89562
"New Hampshire" 40.0 40.47483
"New Jersey" 35.0 34.39886
Nevada 41.0 41.39539
"North Carolina" 46.0 46.36275
Florida 48.0 48.39058
Pennsylvania 42.0 42.37663
Ohio 41.0 41.39375
Pennsylvania 39.0 41.21308
Alaska 39.0 45.44188
U.S. 38.0 40.48099
"North Carolina" 44.0 45.17924
Louisiana 54.0 55.75133
Indiana 51.0 50.36864
Missouri 46.0 45.37371
"New Hampshire" 35.0 34.46671
U.S. 42.0 40.92784
"New York" 30.0 33.78177
Arizona 46.0 47.13303
Mississippi 48.0 47.3186
Utah 37.0 38.72775
Pennsylvania 39.0 41.88715
"North Carolina" 47.0 47.28513
Wisconsin 42.0 40.47792
Ohio 48.0 48.4962
Nevada 40.0 42.10709
"Maine CD-2" 42.2 40.3731
"Maine CD-1" 42.5 40.68241
Idaho 41.0 47.40484
Georgia 47.0 48.61317
Utah 27.0 27.33574
"North Carolina" 46.0 47.14283
Ohio 42.0 45.16641
Nevada 43.0 42.9963
Wisconsin 39.0 42.23144
Connecticut 39.0 38.42125
"North Carolina" 41.0 44.9357
Tennessee 51.0 50.37414
Wisconsin 37.0 40.14882
U.S. 40.0 42.21823
Oregon 38.0 39.71432
U.S. 36.0 38.28862
Florida 39.0 43.09931
Vermont 22.0 24.76702
Texas 41.0 44.56637
Nevada 44.0 44.5074
Colorado 37.0 39.00838
Georgia 40.0 43.83265
Kansas 47.0 48.58371
Texas 47.0 48.41118
Indiana 49.0 49.85184
Florida 44.0 45.80609
Pennsylvania 41.0 42.71109
"North Carolina" 42.0 45.08403
Oklahoma 59.6 60.23328
Alabama 55.0 54.32933
"New Hampshire" 44.6 43.05472
Arkansas 52.0 51.37453
Virginia 38.0 42.03684
Nevada 43.0 44.53294
U.S. 39.0 41.55331
Oklahoma 54.0 53.3676
Colorado 39.0 41.26081
Hawaii 32.0 31.43818
Missouri 47.0 47.48841
"Maine CD-2" 39.0 40.62486
"Nebraska CD-1" 53.0 50.63786
"Nebraska CD-3" 65.0 62.62368
"South Dakota" 49.0 49.91765
Delaware 38.0 37.38145
Ohio 45.0 46.82763
Alaska 43.0 44.15281
Idaho 49.0 48.40501
Louisiana 50.0 51.91393
Vermont 25.0 24.45136
Florida 43.3 44.25774
Maine 37.0 36.4491
Kentucky 58.0 57.37619
Louisiana 51.0 50.33915
"Rhode Island" 36.0 35.47752
Ohio 45.0 47.56818
Nebraska 52.0 51.39676
Massachusetts 28.0 31.7171
Montana 49.0 48.41633
Michigan 36.0 39.61837
Wisconsin 40.0 42.08302
"Maine CD-2" 40.0 43.02546
Washington 39.0 39.61467
"Maine CD-1" 33.4 35.09568
Nevada 40.0 42.09535
Pennsylvania 38.0 42.40574
Iowa 43.0 45.45477
Arkansas 56.0 56.72132
"Maine CD-1" 34.0 37.1533
"South Dakota" 44.0 46.02413
U.S. 39.0 41.66391
U.S. 37.0 40.86094
"North Carolina" 43.0 44.96721
Ohio 39.0 43.52243
Pennsylvania 37.0 39.98465
"Nebraska CD-2" 44.0 48.1186
Ohio 42.0 44.06084
Ohio 34.4 39.2495
Wisconsin 39.0 41.17968
Georgia 50.1 51.28131
"Maine CD-2" 41.4 43.00138
Louisiana 49.0 51.29664
Indiana 43.0 47.40667
"District of Columbia" 4.0 3.47789
U.S. 37.0 40.92795
Oregon 36.0 38.73333
Alaska 37.0 41.71658
"West Virginia" 58.0 57.3987
Wisconsin 43.0 44.54624
Florida 45.0 46.42127
Nevada 39.0 43.16533
Oregon 36.0 40.2269
"West Virginia" 58.0 59.52579
"New Hampshire" 38.0 41.79956
California 26.85 32.63026
Arizona 37.8 42.07529
Ohio 43.0 45.08326
Iowa 37.0 41.70251
Texas 43.03 48.7916
"North Carolina" 41.0 43.95396
Florida 44.1 49.8705
"New York" 30.2 35.97954
"New Hampshire" 34.0 38.4868
Georgia 47.8 50.00263
Alaska 46.0 45.4207
Illinois 28.26 34.02927
"South Dakota" 53.0 52.40785
Virginia 38.0 39.66899
Wyoming 58.0 60.20643
Indiana 43.0 45.83386
Louisiana 45.0 49.70118
Florida 42.0 44.63293
Michigan 30.6 34.80691
"New Hampshire" 37.0 36.99384
Illinois 31.5 33.7537
Pennsylvania 39.45 45.20655
Utah 34.0 35.83587
Georgia 45.8 46.39197
Ohio 35.38 41.15366
Vermont 17.0 22.03189
Oregon 39.0 41.22481
"New Jersey" 33.18 38.96691
"North Dakota" 53.0 52.43293
Maryland 27.0 28.30381
Wisconsin 28.69 34.48133
Pennsylvania 40.0 43.15947
"New Hampshire" 36.0 37.03497
U.S. 45.0 44.1372
Kentucky 31.8 41.70328
Indiana 33.82 39.57668
Indiana 45.0 47.14324
"North Carolina" 43.4 46.1755
Missouri 38.14 43.90175
"North Carolina" 40.6 46.34266
Florida 44.61 45.52103
Minnesota 28.58 34.37432
Wyoming 62.0 61.40676
Illinois 28.4 32.16002
California 26.16 26.74597
Michigan 34.9 40.67858
Virginia 33.85 39.60987
Florida 42.0 44.09677
Arizona 32.88 38.66405
Tennessee 44.0 49.13953
"New Hampshire" 39.0 42.33041
Washington 26.69 32.50143
Colorado 27.9 33.70021
Ohio 38.0 41.64782
California 25.0 29.32612
Pennsylvania 41.0 41.45782
Nevada 41.0 44.10049
Wisconsin 40.0 42.12836
Georgia 41.56 47.28513
"New Mexico" 33.0 34.39205
Maryland 25.15 30.90819
Missouri 46.0 48.17878
Massachusetts 24.67 30.53208
Arizona 36.5 40.59063
"New Jersey" 34.25 35.60732
Texas 45.0 46.50336
U.S. 45.0 44.43595
Utah 26.0 30.48464
Texas 48.36 48.44569
Colorado 35.0 37.68336
U.S. 40.0 41.79768
"New York" 30.28 31.10728
Alabama 56.12 61.83737
U.S. 39.0 42.46244
Ohio 45.17 45.33833
Pennsylvania 39.0 40.73321
Iowa 30.16 35.96008
Oregon 30.6 36.40584
U.S. 43.0 44.86927
"New Jersey" 35.0 37.76512
Florida 42.0 44.12589
Tennessee 42.27 48.03218
Tennessee 44.0 48.40598
Illinois 34.57 34.86614
Ohio 40.3 43.80494
Virginia 39.3 39.79713
Indiana 43.0 46.96144
Nevada 41.0 43.51894
Florida 42.0 45.05709
Pennsylvania 45.87 46.14646
"South Carolina" 38.15 43.87667
"North Carolina" 43.77 44.36576
Alaska 37.0 40.28639
Georgia 47.84 48.23025
Virginia 40.0 41.75368
Nevada 47.0 47.30843
"Nebraska CD-2" 49.0 46.93921
U.S. 42.0 42.31031
"Rhode Island" 32.0 33.46734
Connecticut 31.84 37.64929
Kentucky 41.4 47.16424
Virginia 34.0 35.21412
"New Hampshire" 42.0 45.43869
Virginia 36.0 40.02827
Kansas 30.88 36.66968
Arizona 42.1 42.59731
Minnesota 37.43 37.78051
U.S. 39.0 41.50121
Arizona 42.0 42.95663
U.S. 45.0 44.72363
Massachusetts 26.81 27.5548
Colorado 43.0 43.43216
Louisiana 52.0 52.54762
Wisconsin 41.62 42.25316
Florida 46.0 46.28454
"North Carolina" 42.0 44.7905
Virginia 37.0 38.55428
Arizona 42.0 42.93068
Washington 37.44 38.18867
"New York" 31.0 33.71841
U.S. 38.0 40.1058
California 33.0 34.23561
U.S. 42.0 43.81011
Idaho 40.0 42.34149
Colorado 40.0 42.0021
"North Carolina" 44.0 45.11602
Illinois 33.0 35.62173
Virginia 33.0 37.60738
Michigan 37.11 36.83159
U.S. 38.0 40.84723
Louisiana 49.58 55.3072
Virginia 43.0 43.23173
Ohio 42.0 44.15191
U.S. 33.4 37.76389
Colorado 43.35 42.96637
Ohio 46.0 46.30025
Tennessee 42.95 43.72174
"New Mexico" 31.0 34.35598
Colorado 42.0 42.18756
Maryland 33.56 34.45018
Missouri 46.0 47.56506
U.S. 43.0 44.65104
Oklahoma 47.83 53.58565
Oregon 33.0 36.38895
Pennsylvania 44.0 43.93706
Oregon 37.69 38.72285
U.S. 50.0 49.93002
Washington 31.0 34.41964
Wisconsin 41.0 41.38803
Pennsylvania 42.0 42.21521
Pennsylvania 40.0 42.01376
Wisconsin 34.6 38.67487
"North Carolina" 47.0 47.14622
Mississippi 55.37 61.07664
Indiana 53.54 53.21423
"New Mexico" 31.99 37.78064
U.S. 37.0 40.8542
Washington 38.4 39.21283
Nebraska 55.7 56.35447
U.S. 44.0 44.01476
Nebraska 41.53 47.3148
Colorado 38.0 40.26051
"New Hampshire" 38.0 41.5476
"New Jersey" 39.8 40.25591
Nevada 33.32 39.09531
Montana 43.0 47.12033
Missouri 47.61 48.14365
Kentucky 56.14 57.31709
Colorado 33.0 37.11649
Alabama 51.28 52.50508
Minnesota 43.0 42.79869
Arkansas 36.09 41.85257
U.S. 39.0 40.88697
"New Hampshire" 37.0 39.9951
U.S. 39.0 41.82555
Arizona 42.0 44.79718
Ohio 42.0 45.18248
Louisiana 52.56 53.77285
Connecticut 36.25 37.70903
U.S. 38.0 41.76489
U.S. 42.0 42.26342
Ohio 44.0 45.73419
"North Carolina" 44.0 45.60659
Florida 46.0 47.72117
Pennsylvania 40.0 41.66375
Ohio 42.0 44.44327
U.S. 41.0 43.33641
Montana 39.32 45.12437
"North Carolina" 45.0 47.25956
Tennessee 50.0 51.59623
Delaware 30.0 32.21587
Utah 22.6 32.07434
Oklahoma 52.33 52.32803
Massachusetts 26.0 29.7511
Nevada 43.0 45.45302
Iowa 41.78 42.65356
U.S. 36.0 38.53688
Nevada 38.2 40.89924
Alaska 36.1 39.83767
Florida 42.0 44.06908
California 33.0 35.16834
Idaho 44.25 50.04305
Michigan 32.0 35.8637
Kansas 51.94 51.81113
U.S. 40.0 40.48001
"North Carolina" 42.0 42.76574
"Maine CD-2" 40.0 40.69682
Arkansas 53.17 54.18483
Ohio 44.0 46.29028
"South Carolina" 48.62 49.64289
Massachusetts 34.0 36.30449
Nevada 40.11 40.58095
Ohio 43.0 44.61912
Florida 38.0 42.38985
Utah 30.0 32.45085
U.S. 36.7 38.00411
Pennsylvania 40.0 41.9457
U.S. 38.0 38.67447
"South Carolina" 42.0 43.85054
Florida 41.0 42.61677
Nevada 42.0 44.10918
Pennsylvania 41.0 42.52796
"North Carolina" 39.0 42.4508
"New Hampshire" 35.0 38.44439
Utah 30.0 31.88361
Ohio 43.0 43.97818
Virginia 43.0 43.88367
Nevada 43.0 43.87314
"West Virginia" 44.26 50.04674
Maryland 25.0 27.88191
Ohio 47.0 48.63691
Minnesota 39.0 40.27334
U.S. 43.7 43.94824
"North Carolina" 43.0 44.43958
Kansas 47.0 49.09532
Florida 45.0 45.84148
Maine 39.17 40.11436
U.S. 36.4 37.9207
Nebraska 49.98 50.3815
Maine 39.0 41.13829
"North Carolina" 42.0 43.6477
"North Carolina" 41.0 44.32007
Georgia 44.0 46.33878
Delaware 34.88 40.6495
"South Dakota" 43.31 49.1059
U.S. 40.0 41.84328
"Maine CD-1" 35.5 39.00591
"Maine CD-2" 37.0 40.30099
U.S. 42.0 44.77997
Iowa 38.3 41.9946
Pennsylvania 38.0 41.5563
Florida 47.0 47.50158
"New Hampshire" 38.0 40.34954
Florida 45.0 47.52408
Georgia 45.0 46.67149
U.S. 41.6 42.147
Pennsylvania 43.0 45.08585
Florida 41.0 45.46741
Maine 26.58 32.41714
U.S. 37.0 42.10379
Hawaii 23.66 29.48623
Maine 36.0 39.40895
"New Hampshire" 42.0 44.72985
Pennsylvania 38.0 42.07811
"West Virginia" 60.0 60.63497
Georgia 44.0 46.99573
"New Hampshire" 40.21 40.74081
Idaho 53.87 53.75939
Vermont 17.11 22.94941
Mississippi 51.84 52.94008
Florida 41.0 42.90318
"North Dakota" 48.14 53.96098
U.S. 43.0 43.87197
U.S. 37.7 39.41516
Wyoming 57.27 63.0648
U.S. 43.0 44.10873
"West Virginia" 55.79 57.1783
"New York" 30.0 33.74462
Alaska 32.58 38.38874
"New Hampshire" 38.03 43.88475
Iowa 45.0 47.29307
"New Mexico" 39.41 36.87165
U.S. 40.6 41.43468
Arizona 40.0 43.42451
Connecticut 35.0 36.6066
U.S. 43.0 44.3891
Georgia 47.0 48.25048
Michigan 41.0 43.79756
Texas 42.4 43.36283
U.S. 39.0 42.46635
Arkansas 57.0 57.84888
Georgia 45.0 45.59702
Colorado 40.0 42.1874
Iowa 40.0 44.00747
Wisconsin 38.0 40.86365
Michigan 35.0 38.90466
"South Carolina" 53.0 53.25886
"North Carolina" 35.0 40.61102
"District of Columbia" 19.37 25.23593
"District of Columbia" 5.0 5.843259
Alaska 45.0 45.6366
Virginia 29.0 33.99516
Florida 40.0 43.721
Iowa 44.0 45.71233
"New Hampshire" 39.0 40.17057
U.S. 36.7 38.58816
Nevada 44.0 46.77906
Nevada 42.0 42.98303
Pennsylvania 40.0 40.93874
"North Carolina" 44.0 44.90596
Florida 48.0 48.97168
Ohio 42.0 42.97915
Colorado 42.0 43.71315
Kansas 48.0 49.67537
Wyoming 60.0 60.58624
Pennsylvania 41.0 43.86229
Virginia 39.0 40.46458
"New Hampshire" 37.0 40.93901
Wisconsin 38.4 39.0355
Delaware 36.17 37.17356
"New Jersey" 43.0 44.43474
Arizona 41.0 43.80001
Florida 44.1 46.18925
Florida 42.9 44.79701
"Rhode Island" 36.63 42.49556
Illinois 32.71 35.62629
U.S. 40.8 41.9258
Colorado 42.0 43.10201
Michigan 42.0 42.21675
Iowa 43.0 43.17168
"South Carolina" 48.0 50.04137
"North Dakota" 43.0 47.29588
Illinois 38.7 39.2072
Kansas 44.0 46.10652
California 30.0 33.819
Virginia 37.0 39.95896
"New Jersey" 29.0 34.69093
Washington 28.0 32.02195
Colorado 39.0 40.78556
"South Dakota" 53.0 53.59018
"Rhode Island" 37.0 37.84192
Montana 51.0 51.62084
Montana 47.82 47.2043
Delaware 36.0 36.4948
Nevada 44.0 46.1674
Mississippi 49.0 49.26768
U.S. 43.0 45.82843
U.S. 38.0 42.03584
"New Mexico" 36.0 37.35476
"New Hampshire" 36.0 36.80285
Florida 43.0 44.13474
Colorado 34.0 38.28806
U.S. 35.6 37.62614
"West Virginia" 61.0 61.55712
Maryland 27.0 27.45395
"North Dakota" 54.0 54.68082
Maine 36.0 40.04761
Ohio 41.0 43.95253
Nevada 42.0 44.96284
"North Carolina" 40.0 42.75819
Pennsylvania 38.0 40.84523
Oklahoma 57.0 57.44476
Hawaii 31.0 31.69978
Illinois 35.1 36.01694
Vermont 25.0 25.74741
Nevada 42.0 45.3609
U.S. 41.0 42.71869
U.S. 41.4 42.77447
Nebraska 53.0 53.55009
Arkansas 52.0 52.4698
Vermont 26.0 27.83782
"North Carolina" 42.0 44.45907
Florida 46.0 49.20012
Florida 43.0 44.81913
Idaho 48.0 48.57992
California 31.0 32.85427
Ohio 46.0 46.52332
Arizona 37.0 40.84366
Missouri 47.0 47.21571
Indiana 50.0 50.44851
U.S. 40.0 42.54786
"West Virginia" 57.0 61.03392
Tennessee 51.0 51.46838
U.S. 41.0 42.75164
"New Hampshire" 39.0 40.51596
Connecticut 38.0 38.63859
Texas 44.87 46.57209
Louisiana 54.0 54.34196
Texas 39.0 43.13357
Missouri 48.0 48.46682
"Maine CD-2" 47.0 49.01921
Nevada 43.0 44.27475
U.S. 37.5 39.65501
"New York" 34.2 35.81946
Alabama 53.0 53.30645
Arkansas 55.0 56.24426
Iowa 44.0 44.6053
Washington 34.0 34.64632
Ohio 42.75 43.77554
"Maine CD-1" 31.0 33.24525
Wyoming 54.0 58.46793
U.S. 37.0 40.52341
U.S. 45.0 45.98094
"New Mexico" 35.0 35.57122
Maine 36.0 36.73923
"New Jersey" 34.0 34.55771
Louisiana 45.0 47.35109
Minnesota 38.0 42.37094
Iowa 44.0 45.65521
Massachusetts 33.0 35.01191
Illinois 34.0 34.49401
Kentucky 61.0 61.4758
U.S. 41.2 42.79105
Massachusetts 28.0 31.93324
Pennsylvania 40.0 43.51556
Kansas 47.0 47.56773
Missouri 47.0 48.02193
Nevada 42.0 45.78674
U.S. 44.0 45.17812
Pennsylvania 32.0 35.83445
Massachusetts 29.0 29.82933
"South Carolina" 50.0 51.65514
"North Carolina" 42.0 45.15064
Utah 39.0 40.05174
Nevada 44.0 44.5158
"New Mexico" 31.0 35.24698
Arizona 46.0 46.25648
"South Dakota" 49.64 49.56667
Idaho 37.57 44.96678
Kentucky 35.4 45.07633
Arizona 44.0 44.92484
U.S. 37.0 39.27975
Oregon 28.0 33.94214
Virginia 39.0 41.05065
Minnesota 37.0 37.5845
Oregon 35.0 35.62612
Oklahoma 50.9 51.87184
"West Virginia" 47.56 54.92796
Wisconsin 42.0 42.5737
U.S. 42.0 42.3945
Michigan 40.82 41.29703
"North Carolina" 45.0 46.55498
"South Dakota" 41.88 49.28975
U.S. 42.0 44.49183
Utah 33.0 33.44226
Alaska 39.0 42.1385
U.S. 39.0 41.69173
Arizona 43.0 43.54739
Louisiana 48.9 51.16986
"New Hampshire" 41.0 42.81097
U.S. 40.8 42.58551
Ohio 42.0 44.84124
U.S. 39.0 41.95123
Nevada 41.0 42.52393
U.S. 37.9 40.30598
Nevada 33.18 40.49574
Arkansas 38.33 45.58759
Iowa 40.0 43.43335
Wyoming 52.8 60.20477
"North Carolina" 43.0 43.39785
Colorado 38.0 38.60579
"Maine CD-2" 40.4 43.79728
Maryland 25.0 28.76217
Nebraska 46.87 54.22908
Vermont 14.83 22.43848
Pennsylvania 38.7 39.67557
U.S. 35.0 39.6945
Maine 26.61 34.20815
Arizona 45.0 46.55367
Louisiana 46.0 47.62957
Oklahoma 40.34 47.56594
Louisiana 44.79 51.886
"South Carolina" 46.0 46.34006
"Maine CD-1" 32.3 35.90845
Alaska 33.15 40.61843
Florida 42.0 44.21738
