Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
829,RL,28698,IR2,5,1967,Flat,PConc,1013.0,GasA,SBrkr,2126,TA,7,Attchd,1967.0,538.0,TA,2009,185000.0
830,FV,2544,Reg,5,2005,Gable,PConc,600.0,GasA,SBrkr,1223,Gd,4,Detchd,2005.0,480.0,TA,2006,147400.0
831,RL,11900,IR1,5,1957,Gable,CBlock,1392.0,GasA,FuseA,1392,TA,6,Attchd,1957.0,458.0,TA,2008,166000.0
832,FV,3180,Reg,5,2005,Gable,PConc,600.0,GasA,SBrkr,1200,Gd,4,Detchd,2005.0,480.0,TA,2006,151000.0
833,RL,9548,IR1,6,2003,Gable,PConc,941.0,GasA,SBrkr,1829,Gd,7,Attchd,2003.0,613.0,TA,2010,237000.0
834,RL,10004,Reg,6,1964,Gable,CBlock,1516.0,GasA,SBrkr,1516,TA,6,Attchd,1964.0,472.0,TA,2009,167000.0
835,RL,7875,Reg,6,1961,Gable,CBlock,1144.0,GasA,SBrkr,1144,TA,6,Attchd,1961.0,456.0,TA,2008,139950.0
836,RL,9600,Reg,7,1950,Gable,CBlock,1067.0,GasA,SBrkr,1067,Gd,4,Attchd,1996.0,436.0,TA,2010,128000.0
837,RM,8100,Reg,6,1948,Gable,BrkTil,1559.0,GasA,SBrkr,1559,TA,5,Detchd,1948.0,812.0,TA,2007,153500.0
838,RM,1680,Reg,5,1973,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1973.0,264.0,TA,2008,100000.0
839,RL,9525,Reg,6,1995,Gable,PConc,1099.0,GasA,SBrkr,1099,Gd,6,Attchd,1999.0,352.0,TA,2008,144000.0
840,RL,11767,Reg,6,1946,Gable,CBlock,768.0,GasA,SBrkr,1200,TA,6,Detchd,1946.0,240.0,TA,2008,130500.0
841,RH,12155,IR1,8,1925,Gable,BrkTil,672.0,GasA,SBrkr,1482,Fa,7,Detchd,1934.0,400.0,TA,2008,140000.0
842,RM,10440,Reg,8,1904,Gable,PConc,650.0,GasA,SBrkr,1539,Gd,8,Detchd,1983.0,686.0,TA,2008,157500.0
843,RL,9020,Reg,7,1966,Gable,CBlock,1127.0,GasA,SBrkr,1165,TA,6,Attchd,1966.0,490.0,Gd,2008,174900.0
845,RM,12665,IR1,8,1915,Gable,BrkTil,876.0,GasA,SBrkr,1416,TA,7,Detchd,1949.0,720.0,TA,2008,153900.0
846,RL,16647,IR1,5,1975,Gable,CBlock,1390.0,GasA,SBrkr,1701,TA,6,Basment,1975.0,611.0,TA,2007,171000.0
847,RL,9317,Reg,5,1993,Gable,PConc,740.0,GasA,SBrkr,1775,Gd,7,Attchd,1993.0,425.0,TA,2009,213000.0
848,RL,15523,IR1,6,1972,Gable,CBlock,864.0,GasA,SBrkr,864,TA,5,Attchd,1972.0,338.0,TA,2009,133500.0
849,RL,45600,IR2,8,1908,Gable,BrkTil,907.0,GasA,SBrkr,2358,TA,10,Detchd,1908.0,360.0,TA,2008,240000.0
850,RL,9600,Reg,7,1976,Hip,CBlock,528.0,GasA,SBrkr,1855,TA,7,Attchd,1976.0,512.0,TA,2007,187000.0
851,RM,4435,Reg,5,2003,Gable,PConc,848.0,GasA,SBrkr,848,Gd,3,Attchd,2003.0,420.0,TA,2007,131500.0
852,RL,3196,Reg,5,2003,Gable,PConc,1273.0,GasA,SBrkr,1456,Gd,7,Attchd,2003.0,400.0,TA,2006,215000.0
853,RL,7128,Reg,5,1941,Gable,CBlock,918.0,GasA,SBrkr,1646,TA,7,Detchd,1941.0,240.0,TA,2007,164000.0
854,RL,12095,IR1,6,1964,Gable,CBlock,1127.0,GasA,SBrkr,1445,TA,7,Attchd,1964.0,645.0,TA,2009,158000.0
855,RL,17920,Reg,4,1955,Hip,CBlock,1763.0,GasA,SBrkr,1779,TA,6,Attchd,1955.0,454.0,TA,2006,170000.0
856,RL,6897,IR1,8,1962,Gable,CBlock,1040.0,GasA,SBrkr,1040,TA,6,Detchd,1962.0,260.0,TA,2010,127000.0
857,RL,10970,IR1,6,1978,Gable,CBlock,940.0,GasA,SBrkr,1026,TA,5,Detchd,1981.0,576.0,Fa,2008,147000.0
858,RL,8125,Reg,5,1994,Gable,PConc,702.0,GasA,SBrkr,1481,TA,6,Attchd,1994.0,343.0,TA,2009,174000.0
859,RL,10400,Reg,5,1976,Gable,CBlock,1090.0,GasA,SBrkr,1370,TA,6,Attchd,1976.0,479.0,TA,2009,152000.0
860,RL,11029,IR1,7,1968,Gable,CBlock,1054.0,GasA,SBrkr,2654,Gd,9,Attchd,1968.0,619.0,TA,2006,250000.0
861,RL,7642,Reg,8,1918,Gable,BrkTil,912.0,GasA,SBrkr,1426,Gd,7,Detchd,1925.0,216.0,TA,2007,189950.0
862,RL,11625,Reg,4,1965,Hip,PConc,1039.0,GasA,SBrkr,1039,TA,6,Attchd,1965.0,504.0,TA,2010,131500.0
863,RL,9672,Reg,5,1984,Hip,PConc,1040.0,GasA,SBrkr,1097,TA,6,Attchd,1986.0,480.0,TA,2010,152000.0
864,RL,7931,Reg,5,1959,Hip,CBlock,1148.0,GasA,SBrkr,1148,TA,6,Attchd,1959.0,672.0,TA,2009,132500.0
865,FV,8640,Reg,5,2007,Gable,PConc,1372.0,GasA,SBrkr,1372,Gd,6,Attchd,2008.0,529.0,TA,2008,250580.0
866,RL,8750,IR1,6,1970,Gable,CBlock,1002.0,GasA,SBrkr,1002,TA,5,Detchd,1973.0,902.0,TA,2009,148500.0
867,RL,10656,IR1,5,2006,Gable,PConc,1638.0,GasA,SBrkr,1646,Gd,6,Attchd,2007.0,870.0,TA,2007,248900.0
868,RL,6970,Reg,5,1961,Gable,CBlock,1040.0,GasA,SBrkr,1120,Fa,5,Attchd,1961.0,544.0,TA,2007,129000.0
869,RL,14762,IR2,6,1948,Gable,Slab,0.0,GasA,SBrkr,2320,TA,7,Attchd,1979.0,672.0,TA,2006,169000.0
870,RL,9938,Reg,5,1993,Gable,PConc,1050.0,GasA,SBrkr,1949,Gd,8,Attchd,1993.0,574.0,TA,2010,236000.0
871,RL,6600,Reg,5,1962,Hip,CBlock,894.0,GasA,SBrkr,894,TA,5,Detchd,1962.0,308.0,TA,2009,109500.0
872,RL,8750,Reg,5,1998,Gable,PConc,804.0,GasA,SBrkr,1682,Gd,7,Attchd,1998.0,523.0,TA,2010,200500.0
873,RL,8892,Reg,7,1953,Gable,Stone,105.0,GasA,SBrkr,910,Gd,5,Attchd,1953.0,414.0,TA,2008,116000.0
874,RL,12144,Reg,7,1949,Gable,CBlock,832.0,GasA,SBrkr,1268,TA,6,Attchd,1949.0,288.0,TA,2009,133000.0
875,RM,5720,Reg,6,1941,Gable,CBlock,676.0,GasA,SBrkr,1131,TA,5,Detchd,1941.0,200.0,TA,2009,66500.0
876,FV,9000,Reg,5,2007,Gable,PConc,1184.0,GasA,SBrkr,2610,Ex,11,BuiltIn,2007.0,550.0,TA,2007,303477.0
877,RL,25286,Reg,5,1963,Gable,PConc,1064.0,GasA,SBrkr,1040,TA,5,Attchd,1963.0,648.0,TA,2007,132250.0
878,RL,8834,Reg,5,2004,Hip,PConc,1462.0,GasA,SBrkr,2224,Ex,10,Attchd,2004.0,738.0,TA,2009,350000.0
879,RL,11782,IR1,7,1961,Gable,CBlock,1109.0,GasA,SBrkr,1155,Gd,6,Detchd,1987.0,576.0,TA,2010,148000.0
880,RL,7000,IR1,8,1978,Gable,CBlock,864.0,GasA,SBrkr,864,TA,6,Attchd,1978.0,336.0,TA,2009,136500.0
881,RL,7024,Reg,5,2005,Gable,PConc,1090.0,GasA,SBrkr,1090,TA,5,Attchd,2005.0,450.0,TA,2007,157000.0
882,RL,13758,IR1,5,1990,Gable,CBlock,1156.0,GasA,SBrkr,1717,Gd,7,Attchd,1990.0,400.0,TA,2007,187500.0
883,RL,9636,IR1,5,1992,Gable,PConc,808.0,GasA,SBrkr,1593,TA,7,BuiltIn,1993.0,389.0,TA,2009,178000.0
884,RL,6204,Reg,5,1912,Gable,PConc,795.0,GasA,SBrkr,2230,TA,10,Detchd,1997.0,440.0,Gd,2006,118500.0
885,RL,7150,Reg,5,1967,Gable,CBlock,892.0,GasA,SBrkr,892,TA,5,Attchd,1967.0,288.0,TA,2009,100000.0
886,FV,5119,IR1,5,1999,Gable,PConc,1698.0,GasA,SBrkr,1709,Gd,5,Attchd,1999.0,506.0,TA,2008,328900.0
887,RL,8393,Reg,5,1959,Gable,CBlock,1626.0,GasA,SBrkr,1712,TA,8,Attchd,2005.0,588.0,TA,2006,145000.0
888,RL,16466,IR1,7,1955,Gable,PConc,816.0,GasA,SBrkr,1393,TA,8,Attchd,1955.0,300.0,TA,2008,135500.0
889,RL,15865,IR1,6,1970,Flat,PConc,2217.0,GasA,SBrkr,2217,Gd,8,Attchd,1970.0,621.0,TA,2007,268000.0
890,RL,12160,Reg,4,1953,Hip,CBlock,1505.0,GasA,SBrkr,1505,TA,6,Attchd,1953.0,505.0,TA,2009,149500.0
891,RL,8064,Reg,7,1949,Gable,CBlock,672.0,GasA,SBrkr,924,TA,6,Detchd,2003.0,576.0,TA,2007,122900.0
892,RL,11184,Reg,5,1978,Hip,CBlock,918.0,GasA,SBrkr,1683,TA,7,Attchd,1978.0,440.0,TA,2009,172500.0
893,RL,8414,Reg,8,1963,Hip,CBlock,1059.0,GasA,SBrkr,1068,TA,6,Attchd,1963.0,264.0,TA,2006,154500.0
894,RL,13284,Reg,5,1954,Gable,PConc,1383.0,GasA,SBrkr,1383,TA,6,Attchd,1954.0,354.0,TA,2008,165000.0
895,RL,7018,Reg,5,1979,Gable,Slab,0.0,GasA,SBrkr,1535,TA,8,Attchd,1979.0,400.0,TA,2009,118858.0
896,RL,7056,Reg,5,1963,Hip,CBlock,780.0,GasA,SBrkr,1796,TA,8,Attchd,1963.0,483.0,TA,2008,140000.0
897,RM,8765,Reg,6,1936,Gable,BrkTil,951.0,GasA,SBrkr,951,TA,6,Detchd,1936.0,327.0,TA,2006,106500.0
898,RL,7018,Reg,5,1979,Gable,Slab,0.0,GasA,SBrkr,2240,TA,12,Detchd,1979.0,528.0,TA,2009,142953.0
899,RL,12919,IR1,5,2009,Hip,PConc,2330.0,GasA,SBrkr,2364,Ex,11,Attchd,2009.0,820.0,TA,2010,611657.0
900,RL,6993,Reg,7,1961,Gable,CBlock,912.0,GasA,SBrkr,1236,TA,6,Attchd,1961.0,288.0,TA,2006,135000.0
901,RL,7340,IR1,6,1971,Gable,CBlock,858.0,GasA,SBrkr,858,TA,4,Detchd,1979.0,684.0,TA,2007,110000.0
902,RL,8712,IR1,7,1957,Hip,CBlock,992.0,GasA,SBrkr,1306,TA,5,Detchd,1968.0,756.0,TA,2009,153000.0
903,RL,7875,Reg,5,2003,Gable,PConc,783.0,GasA,SBrkr,1509,Gd,8,Attchd,2003.0,393.0,TA,2006,180000.0
904,RL,14859,IR1,5,2006,Hip,PConc,1670.0,GasA,SBrkr,1670,Gd,7,Attchd,2006.0,690.0,TA,2006,240000.0
905,RL,6173,IR1,6,1967,Gable,CBlock,876.0,GasA,SBrkr,902,TA,6,Attchd,1967.0,288.0,TA,2007,125500.0
906,RL,9920,Reg,5,1954,Gable,CBlock,1056.0,GasA,SBrkr,1063,TA,6,Attchd,1954.0,280.0,TA,2010,128000.0
907,RL,13501,IR1,5,2006,Gable,PConc,1623.0,GasA,SBrkr,1636,Gd,8,Attchd,2006.0,865.0,TA,2007,255000.0
908,RL,11500,IR1,7,1936,Gable,CBlock,1017.0,GasA,SBrkr,2057,Gd,6,Attchd,1936.0,180.0,TA,2006,250000.0
909,RL,8885,IR1,5,1983,Gable,CBlock,864.0,GasA,SBrkr,902,TA,5,Attchd,1983.0,484.0,TA,2006,131000.0
910,RL,12589,IR2,5,2005,Gable,PConc,742.0,GasA,SBrkr,1484,Gd,8,Attchd,2005.0,390.0,TA,2009,174000.0
911,RL,11600,Reg,5,1960,Gable,CBlock,1105.0,GasA,FuseA,2274,TA,12,Detchd,1960.0,480.0,TA,2010,154300.0
912,RL,9286,IR1,7,1977,Gable,CBlock,1268.0,GasA,SBrkr,1268,Gd,5,Detchd,1978.0,252.0,TA,2009,143500.0
913,RM,6120,Reg,7,1925,Gable,BrkTil,768.0,GasA,SBrkr,1015,TA,6,Detchd,1925.0,450.0,TA,2006,88000.0
914,RH,6270,Reg,6,1949,Gable,CBlock,1001.0,GasA,FuseA,2002,TA,8,2Types,1949.0,871.0,TA,2007,145000.0
915,FV,3000,Reg,5,2009,Gable,PConc,612.0,GasA,SBrkr,1224,Gd,4,Detchd,2009.0,528.0,TA,2009,173733.0
916,RM,2001,Reg,5,1970,Gable,CBlock,546.0,GasA,SBrkr,1092,TA,6,Attchd,1970.0,286.0,TA,2007,75000.0
917,C (all),9000,Reg,3,1949,Gable,CBlock,480.0,GasA,FuseA,480,TA,4,Detchd,1958.0,308.0,TA,2006,35311.0
918,RL,17140,Reg,6,1956,Gable,CBlock,1134.0,GasA,FuseA,1229,TA,6,Attchd,1956.0,284.0,TA,2009,135000.0
919,RL,13125,IR1,5,1991,Gable,PConc,1104.0,GasA,SBrkr,2127,Gd,8,Attchd,1991.0,833.0,TA,2007,238000.0
920,RL,11029,IR1,8,1958,Hip,CBlock,1184.0,GasA,SBrkr,1414,TA,6,Attchd,1990.0,601.0,TA,2008,176500.0
921,RL,8462,IR1,5,1994,Gable,PConc,928.0,GasA,SBrkr,1721,Gd,7,Attchd,1994.0,471.0,TA,2007,201000.0
923,RL,10237,Reg,5,2005,Gable,PConc,1316.0,GasA,SBrkr,1316,Gd,6,Attchd,2005.0,397.0,TA,2006,169990.0
924,RL,8012,Reg,5,1993,Gable,PConc,1604.0,GasA,SBrkr,1617,Gd,5,Attchd,1993.0,533.0,TA,2008,193000.0
925,RL,10240,Reg,6,1980,Gable,CBlock,1686.0,GasA,SBrkr,1686,TA,7,Attchd,1980.0,612.0,TA,2006,207500.0
926,RL,15611,IR1,6,1977,Gable,PConc,1126.0,GasA,SBrkr,1126,Ex,6,Attchd,1977.0,540.0,TA,2008,175000.0
927,RL,11999,Reg,5,2003,Hip,PConc,1181.0,GasA,SBrkr,2374,Ex,10,BuiltIn,2003.0,656.0,TA,2007,285000.0
928,RL,9900,Reg,5,1968,Gable,CBlock,832.0,GasA,SBrkr,1978,TA,9,Attchd,1968.0,486.0,TA,2008,176000.0
929,RL,11838,Reg,5,2001,Hip,PConc,1753.0,GasA,SBrkr,1788,Ex,7,Attchd,2001.0,522.0,TA,2009,236500.0
930,RL,13006,IR1,5,1997,Gable,PConc,964.0,GasA,SBrkr,2236,Gd,8,BuiltIn,1997.0,642.0,TA,2006,222000.0
931,RL,8925,IR1,5,2007,Gable,PConc,1466.0,GasA,SBrkr,1466,Gd,7,Attchd,2007.0,610.0,TA,2009,201000.0
932,RL,9100,Reg,6,1965,Gable,CBlock,925.0,GasA,SBrkr,925,TA,5,Detchd,1965.0,429.0,TA,2009,117500.0
933,RL,11670,IR1,5,2006,Hip,PConc,1905.0,GasA,SBrkr,1905,Ex,8,Attchd,2006.0,788.0,TA,2007,320000.0
934,RL,8487,Reg,5,2004,Gable,PConc,1500.0,GasA,SBrkr,1500,Gd,6,Attchd,2004.0,570.0,TA,2009,190000.0
935,RL,27650,IR2,7,1960,Flat,CBlock,585.0,GasA,SBrkr,2069,Gd,9,Attchd,1960.0,505.0,TA,2008,242000.0
936,RL,5825,IR1,5,1926,Gable,PConc,600.0,GasA,SBrkr,747,TA,5,Detchd,1953.0,528.0,TA,2006,79900.0
937,RL,10083,Reg,5,2003,Gable,PConc,1176.0,GasA,SBrkr,1200,Gd,5,Attchd,2003.0,555.0,TA,2009,184900.0
938,RL,9675,Reg,5,2005,Gable,PConc,1113.0,GasA,SBrkr,1971,Gd,8,Attchd,2005.0,689.0,TA,2009,253000.0
939,RL,8760,Reg,5,2006,Gable,PConc,1391.0,GasA,SBrkr,1962,Gd,7,Attchd,2006.0,868.0,TA,2006,239799.0
940,RL,24090,Reg,7,1940,Gable,CBlock,1032.0,GasA,SBrkr,2403,TA,10,Attchd,1940.0,349.0,TA,2010,244400.0
941,RL,12640,IR1,5,1976,Gable,CBlock,1728.0,GasA,SBrkr,1728,TA,8,Attchd,1976.0,574.0,TA,2006,150900.0
942,RL,8755,IR1,5,1999,Gable,PConc,992.0,GasA,SBrkr,2060,Gd,8,BuiltIn,1999.0,390.0,TA,2009,214000.0
944,RL,25000,Reg,4,1967,Gable,CBlock,1632.0,GasA,SBrkr,1632,TA,8,Attchd,1967.0,576.0,TA,2007,143000.0
945,RL,14375,IR1,6,1958,Gable,CBlock,819.0,GasA,FuseA,1344,Gd,7,Basment,1958.0,525.0,TA,2009,137500.0
946,RM,8820,Reg,6,1890,Hip,BrkTil,1088.0,GasA,SBrkr,1869,TA,7,Detchd,1963.0,456.0,TA,2009,124900.0
947,RL,8163,Reg,6,1959,Gable,CBlock,1144.0,GasA,SBrkr,1144,TA,6,Attchd,1959.0,796.0,TA,2006,143000.0
948,RL,14536,Reg,5,2002,Hip,PConc,1616.0,GasA,SBrkr,1629,Gd,9,Attchd,2002.0,808.0,TA,2007,270000.0
949,RL,14006,IR1,5,2002,Gable,PConc,936.0,GasA,SBrkr,1776,Gd,7,Attchd,2002.0,474.0,TA,2006,192500.0
950,RL,9360,Reg,7,1972,Hip,CBlock,1161.0,GasA,SBrkr,1381,Gd,5,Attchd,1972.0,676.0,TA,2010,197500.0
951,RL,7200,Reg,8,1950,Gable,CBlock,864.0,GasA,SBrkr,864,Gd,5,Detchd,1980.0,720.0,TA,2007,129000.0
952,RH,7800,Reg,5,1965,Gable,CBlock,828.0,GasA,SBrkr,965,TA,6,Detchd,1979.0,300.0,TA,2006,119900.0
953,RL,7200,Reg,8,1972,Gable,CBlock,768.0,GasA,SBrkr,768,TA,5,Detchd,1974.0,396.0,TA,2009,133900.0
954,RL,11075,IR1,4,1969,Gable,CBlock,784.0,GasA,SBrkr,1968,TA,7,Attchd,1969.0,530.0,TA,2008,172000.0
956,RH,7136,IR1,6,1946,Gable,CBlock,979.0,GasA,FuseF,1958,TA,8,Attchd,1946.0,492.0,TA,2007,145000.0
957,RM,1300,Reg,6,1980,Gable,CBlock,561.0,GasA,SBrkr,1229,TA,5,Attchd,1980.0,462.0,TA,2009,124000.0
958,RL,7420,Reg,5,1962,Hip,CBlock,1057.0,GasA,SBrkr,1057,TA,6,Detchd,1977.0,576.0,TA,2007,132000.0
959,RL,8450,Reg,5,2003,Gable,PConc,1337.0,GasA,SBrkr,1337,Gd,6,Attchd,2003.0,531.0,TA,2007,185000.0
960,FV,2572,Reg,5,1999,Hip,PConc,696.0,GasA,SBrkr,1416,Gd,6,Detchd,1999.0,484.0,TA,2010,155000.0
962,RL,12227,IR1,7,1977,Gable,CBlock,1330.0,GasA,SBrkr,2872,TA,11,Attchd,1977.0,619.0,TA,2008,272000.0
963,RL,2308,Reg,6,1976,Gable,CBlock,804.0,GasA,SBrkr,1548,Gd,7,Detchd,1976.0,440.0,TA,2007,155000.0
964,RL,11923,IR1,5,2007,Gable,PConc,1800.0,GasA,SBrkr,1800,Ex,7,Attchd,2007.0,702.0,TA,2009,239000.0
965,RL,11316,Reg,5,2002,Gable,PConc,817.0,GasA,SBrkr,1894,Gd,8,BuiltIn,2002.0,510.0,TA,2010,214900.0
966,RL,10237,Reg,5,2005,Gable,PConc,783.0,GasA,SBrkr,1484,Gd,8,Attchd,2005.0,393.0,TA,2007,178900.0
967,RL,9600,IR1,7,1940,Gable,BrkTil,728.0,GasA,SBrkr,1308,TA,7,Detchd,1940.0,256.0,TA,2009,160000.0
968,RL,7390,IR1,7,1955,Hip,CBlock,1098.0,GasA,SBrkr,1098,TA,6,Attchd,1955.0,260.0,TA,2008,135000.0
970,RL,10382,Reg,5,1958,Hip,CBlock,588.0,GasA,SBrkr,1095,TA,6,Attchd,1958.0,264.0,TA,2006,140000.0
972,RL,2268,Reg,5,2003,Gable,PConc,764.0,GasA,SBrkr,1626,Gd,6,BuiltIn,2003.0,474.0,TA,2009,173000.0
973,RL,7892,Reg,5,1979,Gable,CBlock,918.0,GasA,SBrkr,918,TA,5,Attchd,1979.0,264.0,TA,2010,99500.0
974,FV,11639,Reg,5,2007,Gable,PConc,1428.0,GasA,SBrkr,1428,Gd,6,Attchd,2007.0,480.0,TA,2008,182000.0
975,RL,11414,IR1,8,1910,Gable,BrkTil,728.0,GasA,SBrkr,2019,Gd,8,Detchd,1997.0,532.0,TA,2009,167500.0
976,FV,2651,Reg,5,2000,Gable,PConc,673.0,GasA,SBrkr,1382,Gd,6,Detchd,2000.0,490.0,TA,2006,165000.0
978,FV,4274,IR1,5,2006,Gable,PConc,1241.0,GasA,SBrkr,1241,Gd,4,Attchd,2007.0,569.0,TA,2007,199900.0
979,RL,9450,Reg,5,1954,Gable,CBlock,894.0,GasA,SBrkr,894,TA,5,Detchd,1999.0,400.0,TA,2007,110000.0
980,RL,8816,Reg,6,1963,Gable,PConc,1121.0,GasA,SBrkr,1121,TA,5,Detchd,1963.0,480.0,TA,2009,139000.0
981,RL,12122,IR1,9,1961,Gable,CBlock,944.0,GasA,SBrkr,999,Ex,6,Attchd,1961.0,588.0,TA,2008,178400.0
982,RL,12203,IR1,5,1998,Hip,PConc,1225.0,GasA,SBrkr,2612,Gd,8,Attchd,1998.0,676.0,TA,2009,336000.0
983,RL,3182,Reg,5,2007,Gable,PConc,1266.0,GasA,SBrkr,1266,Gd,6,Attchd,2007.0,388.0,TA,2008,159895.0
984,RL,11250,Reg,5,2002,Gable,PConc,1128.0,GasA,SBrkr,2290,Gd,9,Attchd,2002.0,779.0,TA,2008,255900.0
985,RL,10125,Reg,5,1977,Gable,CBlock,0.0,GasA,SBrkr,1734,Gd,8,Attchd,1977.0,539.0,TA,2009,126000.0
986,RL,10880,Reg,5,1950,Gable,CBlock,1164.0,GasW,SBrkr,1164,TA,5,Detchd,1950.0,240.0,TA,2008,125000.0
987,RM,5310,Reg,8,1910,Hip,CBlock,485.0,GasA,SBrkr,1635,Gd,5,Attchd,1950.0,255.0,TA,2006,117000.0
988,RL,10159,IR1,5,2009,Hip,PConc,1930.0,GasA,SBrkr,1940,Ex,8,Attchd,2010.0,606.0,TA,2010,395192.0
989,RL,12046,IR1,6,1976,Gable,CBlock,848.0,GasA,SBrkr,2030,Gd,8,Attchd,1976.0,551.0,TA,2007,195000.0
990,FV,8125,Reg,5,2006,Gable,PConc,770.0,GasA,SBrkr,1576,Gd,6,Attchd,2006.0,614.0,TA,2006,197000.0
991,RL,9452,Reg,5,1997,Gable,PConc,1396.0,GasA,SBrkr,2392,Gd,7,Attchd,1997.0,870.0,TA,2006,348000.0
992,RM,17671,Reg,9,1882,Gable,BrkTil,916.0,GasA,SBrkr,1742,Gd,8,Attchd,1925.0,424.0,TA,2009,168000.0
993,RL,9760,Reg,8,1964,Hip,CBlock,822.0,GasA,SBrkr,1851,Gd,7,Attchd,1964.0,440.0,TA,2007,187000.0
994,RL,8846,Reg,5,2005,Gable,PConc,750.0,GasA,SBrkr,1500,Gd,6,Attchd,2005.0,564.0,TA,2006,173900.0
995,RL,12456,Reg,5,2006,Hip,PConc,1700.0,GasA,SBrkr,1718,Ex,7,Attchd,2008.0,786.0,TA,2009,337500.0
996,RL,4712,IR1,7,1946,Gable,CBlock,747.0,GasA,SBrkr,1230,TA,5,Detchd,1946.0,305.0,TA,2006,121600.0
997,RL,10659,IR1,6,1961,Hip,CBlock,1050.0,GasA,SBrkr,1050,TA,6,Attchd,1961.0,368.0,TA,2006,136500.0
998,RL,11717,IR1,6,1970,Hip,CBlock,1442.0,GasA,SBrkr,1442,TA,6,Attchd,1970.0,615.0,TA,2009,185000.0
999,RM,9786,Reg,4,1922,Hip,BrkTil,1007.0,GasA,SBrkr,1077,TA,6,Detchd,1922.0,210.0,Fa,2006,91000.0
1000,RL,6762,Reg,5,2006,Gable,PConc,1187.0,GasA,SBrkr,1208,Gd,6,Attchd,2006.0,632.0,TA,2010,206000.0
1001,RL,10206,Reg,3,1952,Flat,Slab,0.0,GasW,FuseF,944,Fa,4,Detchd,1956.0,528.0,Fa,2009,82000.0
1002,RL,5400,Reg,6,1920,Gable,BrkTil,691.0,GasA,FuseA,691,Ex,4,Detchd,1920.0,216.0,TA,2007,86000.0
1003,RL,11957,IR1,5,2006,Gable,PConc,1574.0,GasA,SBrkr,1574,Gd,7,Attchd,2006.0,824.0,TA,2008,232000.0
1004,RL,11500,IR1,6,1976,Gable,CBlock,1680.0,GasA,SBrkr,1680,TA,8,Detchd,1976.0,528.0,TA,2007,136905.0
1005,RL,3182,Reg,5,2005,Gable,PConc,1346.0,GasA,SBrkr,1504,Gd,7,Attchd,2005.0,457.0,TA,2009,181000.0
1006,RL,8385,Reg,8,1977,Gable,CBlock,985.0,GasA,SBrkr,985,TA,6,Attchd,1977.0,328.0,TA,2008,149900.0
1007,RL,12155,IR3,3,1970,Gable,CBlock,1657.0,GasA,SBrkr,1657,TA,7,Attchd,1970.0,484.0,TA,2007,163500.0
1008,RM,2217,Reg,4,1970,Gable,CBlock,546.0,GasA,SBrkr,1092,TA,6,Attchd,1970.0,286.0,TA,2009,88000.0
1009,RL,12118,IR1,5,2004,Hip,PConc,1710.0,GasA,SBrkr,1710,Gd,7,Attchd,2004.0,550.0,TA,2009,240000.0
1011,RL,21286,Reg,5,1948,Gable,CBlock,720.0,GasA,SBrkr,1271,TA,7,Attchd,1948.0,312.0,TA,2008,135000.0
1013,RL,10592,Reg,7,1923,Hip,PConc,602.0,GasA,SBrkr,1502,Gd,7,Detchd,1923.0,180.0,TA,2007,165000.0
1014,RM,7200,Reg,4,1910,Hip,BrkTil,1022.0,GasW,SBrkr,1022,TA,4,Detchd,1956.0,280.0,TA,2009,85000.0
1015,RL,11664,Reg,5,1948,Gable,CBlock,1082.0,GasA,SBrkr,1082,TA,5,Detchd,1948.0,240.0,TA,2007,119200.0
1016,RL,8400,Reg,6,2001,Gable,PConc,810.0,GasA,SBrkr,1665,Gd,6,Attchd,2001.0,528.0,TA,2009,227000.0
1017,RL,11883,Reg,5,1996,Hip,PConc,1504.0,GasA,SBrkr,1504,Gd,6,Attchd,1996.0,478.0,TA,2009,203000.0
1018,RL,5814,IR1,5,1984,Gable,CBlock,1220.0,GasA,SBrkr,1360,Gd,4,Attchd,1984.0,565.0,TA,2009,187500.0
1019,RL,10784,IR1,5,1991,Gable,PConc,384.0,GasA,SBrkr,1472,Gd,7,Attchd,1991.0,402.0,TA,2007,160000.0
1020,RL,3013,Reg,5,2005,Gable,PConc,1362.0,GasA,SBrkr,1506,Gd,6,Attchd,2005.0,440.0,TA,2006,213490.0
1021,RL,7024,Reg,5,2005,Gable,PConc,1132.0,GasA,SBrkr,1132,Gd,5,Attchd,2005.0,451.0,TA,2008,176000.0
1022,RL,7406,Reg,5,2006,Gable,PConc,1199.0,GasA,SBrkr,1220,Gd,6,Attchd,2006.0,632.0,TA,2006,194000.0
1023,RM,9439,Reg,5,1930,Gable,CBlock,912.0,GasA,FuseA,1248,TA,6,Detchd,1957.0,160.0,Fa,2007,87000.0
1024,RL,3182,Reg,5,2005,Gable,PConc,1346.0,GasA,SBrkr,1504,Gd,7,Attchd,2005.0,437.0,TA,2008,191000.0
1025,RL,15498,IR1,6,1976,Hip,CBlock,1565.0,GasA,SBrkr,2898,Gd,10,Attchd,1976.0,665.0,TA,2008,287000.0
1026,RL,7700,Reg,5,1972,Gable,CBlock,882.0,GasA,SBrkr,882,TA,5,Detchd,1980.0,461.0,TA,2007,112500.0
